gene,gnomAD_syn_<1e-5,gnomAD_syn_1e-5~1e-4,gnomAD_syn_1e-4~1e-3,gnomAD_syn_1e-3~1e-2,gnomAD_syn_1e-2<,gnomAD_mis_<1e-5,gnomAD_mis_1e-5~1e-4,gnomAD_mis_1e-4~1e-3,gnomAD_mis_1e-3~1e-2,gnomAD_mis_1e-2<,gnomAD_stopgain_<1e-5,gnomAD_stopgain_1e-5~1e-4,gnomAD_stopgain_1e-4~1e-3,gnomAD_stopgain_1e-3~1e-2,gnomAD_stopgain_1e-2<,RGC-ME_syn_<1e-5,RGC-ME_syn_1e-5~1e-4,RGC-ME_syn_1e-4~1e-3,RGC-ME_syn_1e-3~1e-2,RGC-ME_syn_1e-2<,RGC-ME_mis_<1e-5,RGC-ME_mis_1e-5~1e-4,RGC-ME_mis_1e-4~1e-3,RGC-ME_mis_1e-3~1e-2,RGC-ME_mis_1e-2<,RGC-ME_stopgain_<1e-5,RGC-ME_stopgain_1e-5~1e-4,RGC-ME_stopgain_1e-4~1e-3,RGC-ME_stopgain_1e-3~1e-2,RGC-ME_stopgain_1e-2<,non_nsite,mis_nsite,ssite,is_cRDHGs
HGH1,49,33,8,3,0,94,68,15,1,2,5,1,0,0,0,202,25,8,0,0,372,57,13,0,2,16,1,0,0,0,1.45234e-08,6.079865999999999e-07,2.810187e-07,False
TMEM64,60,36,4,4,1,96,65,6,0,1,5,1,0,0,0,215,29,5,3,1,444,58,3,1,0,17,0,0,0,0,4.416784000000001e-07,1.0862826700000011e-05,5.187860700000005e-06,False
PRND,14,16,7,0,1,50,28,4,1,2,1,0,0,0,0,73,15,6,0,1,159,27,1,1,2,10,0,0,0,0,2.813209000000001e-07,5.9946836e-06,2.8135168999999963e-06,False
UNC5A,90,83,10,6,0,144,90,16,1,2,3,0,0,0,0,356,62,9,3,1,631,86,7,5,0,9,0,0,0,0,1.0637317e-06,3.2650255799999944e-05,1.519105919999996e-05,False
ENSG00000285528,5,4,0,1,0,15,9,0,0,0,1,0,0,0,0,23,1,0,1,0,74,7,1,0,0,2,0,0,0,0,9.109200000000003e-08,2.2748244e-06,9.093548e-07,False
BET1,7,3,0,0,0,22,14,1,0,0,0,0,0,0,0,25,5,0,0,0,98,11,0,0,0,1,0,0,0,0,8.682590000000003e-08,2.4215936000000003e-06,8.745441999999999e-07,False
DAPL1,10,4,2,0,2,17,23,5,0,3,1,1,1,1,0,36,6,0,0,2,117,15,7,0,3,6,1,1,1,0,1.6608579999999998e-07,2.865722899999999e-06,1.1604025999999992e-06,False
STK16,28,20,5,1,1,52,55,9,1,1,1,4,0,0,0,119,19,3,0,1,291,45,4,1,1,13,3,0,0,0,5.843622000000002e-07,9.992388200000024e-06,3.961920599999999e-06,False
SCARB2,31,29,5,2,1,78,46,12,4,1,5,2,0,0,0,171,22,6,0,1,375,44,9,4,0,18,0,0,0,0,7.770350999999998e-07,1.1906385399999989e-05,4.698057799999998e-06,False
HBP1,54,30,4,2,1,87,36,2,0,0,0,1,0,0,0,160,25,4,1,1,343,20,5,0,0,7,1,0,0,0,7.145770000000004e-07,1.2702933699999991e-05,4.654826399999999e-06,False
CCDC122,22,11,0,0,1,50,37,3,0,2,5,8,0,0,0,65,7,0,0,1,227,30,0,0,2,18,6,0,0,0,7.347694999999997e-07,6.072257599999996e-06,1.9333407000000004e-06,False
PSMD9,29,15,6,0,0,55,49,7,3,3,1,0,0,0,0,102,17,2,0,0,248,42,7,2,2,8,0,0,0,0,2.2644549999999997e-07,7.9247288e-06,3.1762113999999988e-06,False
SLX9,35,21,4,0,1,59,60,15,1,3,2,1,0,0,0,102,18,2,0,1,221,55,13,1,3,13,0,0,0,0,2.164785e-07,9.401269899999984e-06,4.050142400000002e-06,False
MAFF,19,17,0,0,0,25,11,6,0,0,1,0,0,0,0,96,8,0,0,0,125,15,4,0,0,4,0,0,0,0,1.4525439999999998e-07,5.524528599999992e-06,2.723576500000001e-06,False
MMD,19,13,1,1,1,45,24,0,0,0,3,2,0,0,0,70,14,0,2,0,184,19,0,0,0,8,3,0,0,0,4.348668e-07,7.309491300000005e-06,2.817029699999997e-06,False
ARHGDIB,17,16,3,2,1,38,28,1,1,0,1,1,0,0,0,78,17,3,1,1,177,29,0,1,0,10,0,0,0,0,3.062808e-07,5.644060300000013e-06,2.5787973999999992e-06,False
RMI2,28,19,1,1,3,63,31,4,1,0,1,1,0,0,0,91,16,3,1,2,227,22,4,0,0,12,0,0,0,0,1.253734e-07,3.914006599999996e-06,1.8712933999999987e-06,False
TROAP,62,50,11,3,4,150,105,28,6,1,11,3,0,0,0,277,32,9,3,3,631,103,18,3,1,28,3,0,0,0,1.3406988e-06,2.282857910000001e-05,8.330257600000001e-06,False
ADAMTSL1,219,171,26,13,10,471,345,61,12,7,14,4,0,0,0,830,145,20,10,9,1940,271,51,6,7,73,0,0,0,0,2.9066738999999986e-06,5.637739239999989e-05,2.478494849999998e-05,False
PAX3,47,36,9,3,1,84,45,8,1,1,0,0,0,0,0,199,33,7,3,1,465,33,10,0,1,4,1,0,0,0,6.776179999999998e-07,1.5066726599999998e-05,6.9712473999999935e-06,False
FAM205A,56,46,9,5,5,147,116,13,12,10,2,3,0,0,0,177,27,6,2,0,438,67,14,4,7,14,2,0,0,0,1.2662506e-06,1.987692550000002e-05,7.772147000000002e-06,False
GALNT17,44,58,13,3,5,115,56,6,0,0,1,0,0,0,0,238,41,15,3,5,488,42,5,1,0,11,0,0,0,0,6.156344000000003e-07,2.1080365199999973e-05,9.3978614e-06,False
TBC1D2B,91,74,8,1,3,178,144,15,3,2,5,2,0,0,0,399,59,9,1,2,881,104,12,4,2,34,1,0,0,0,1.5466963999999992e-06,2.92799445e-05,1.1797221199999998e-05,False
ATG4C,30,27,4,0,2,113,66,11,3,0,5,6,2,0,0,124,16,5,1,1,418,51,9,2,0,24,8,1,0,0,9.052136e-07,1.0590576799999995e-05,3.840991899999996e-06,False
NOD1,99,98,13,5,5,194,188,34,5,3,8,3,1,0,0,398,75,18,4,4,922,165,29,4,1,40,3,0,0,0,1.040517099999999e-06,3.3945509700000015e-05,1.5684805300000005e-05,False
ASF1A,20,14,1,0,0,27,6,0,0,0,1,0,0,0,0,81,11,0,0,0,127,5,0,0,0,4,0,0,0,0,3.064845e-07,4.694407499999994e-06,1.9184340000000006e-06,False
MYORG,92,66,11,2,1,228,105,10,2,4,4,6,0,0,1,458,54,9,2,1,958,72,11,0,4,41,2,0,0,1,8.943321999999999e-07,2.14703996e-05,9.942993899999988e-06,False
TEX10,63,45,7,1,1,175,95,9,3,0,1,0,0,0,0,317,39,2,1,1,741,72,6,3,0,17,0,0,0,0,2.2241194e-06,2.3307179200000026e-05,8.333794900000011e-06,False
TXNL4B,7,5,1,0,1,40,21,2,2,0,1,1,0,0,0,46,3,1,0,1,172,20,3,1,0,7,1,0,0,0,1.851721e-07,3.351111799999996e-06,1.1674170999999996e-06,False
ISCA2,16,16,1,0,0,31,12,5,0,0,2,3,0,0,0,79,9,0,0,0,170,12,2,0,0,11,0,0,0,0,2.480006000000001e-07,3.860986799999998e-06,1.8679309000000013e-06,False
TMEM33,22,11,3,3,0,55,22,3,0,0,0,1,0,0,0,87,9,4,1,0,204,18,2,0,0,7,3,0,0,0,3.876131e-07,6.403063800000005e-06,2.5637259000000013e-06,False
GSG1L,37,28,6,2,2,82,39,6,2,0,2,2,0,0,0,143,26,3,2,2,314,36,5,1,0,5,0,0,0,0,5.904549999999999e-07,1.1871128699999985e-05,5.915091400000003e-06,False
BCCIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,16,1,1,0,309,35,10,1,0,8,1,0,0,0,4.177897e-07,7.953299600000003e-06,3.5993090000000005e-06,False
NDUFB10,25,18,3,1,1,50,50,4,0,0,1,0,0,0,0,92,17,1,0,1,237,48,6,0,0,11,0,0,0,0,2.572277000000001e-07,5.6617125000000106e-06,2.1058371999999992e-06,False
CDKN2C,9,9,0,1,1,30,23,2,1,0,1,0,0,0,0,60,6,1,0,1,137,19,1,0,0,2,0,0,0,0,1.9579360000000002e-07,4.9677596999999865e-06,2.2903156999999984e-06,False
HSPB9,25,14,2,2,0,53,23,3,1,3,0,1,1,0,0,81,8,3,1,0,178,14,4,4,1,6,0,1,0,0,1.3892649999999997e-07,4.430712599999997e-06,2.0767919999999995e-06,False
CPNE4,42,39,5,2,3,73,47,3,0,0,2,0,0,0,0,190,33,9,1,2,392,31,3,1,0,14,0,0,0,0,6.851063999999995e-07,1.6198257799999996e-05,6.873207299999996e-06,False
ENDOD1,53,33,1,3,0,117,80,10,5,3,9,3,0,0,0,216,21,4,2,0,531,57,10,2,2,21,4,1,0,0,6.730540999999997e-07,1.358165049999999e-05,5.1159693e-06,False
RSL1D1,44,47,7,2,2,143,102,13,5,0,5,3,0,0,0,221,35,5,2,2,649,74,12,2,0,19,2,0,0,0,6.270681000000003e-07,1.2116283899999994e-05,4.763093100000005e-06,False
ACOT12,46,44,7,4,0,141,97,9,4,2,1,6,1,0,0,198,27,10,3,0,554,75,10,2,2,18,7,1,0,0,9.873781999999995e-07,1.593178589999997e-05,5.889130499999996e-06,False
ELMO2,66,50,11,1,2,100,53,8,1,0,3,1,0,0,0,227,46,7,1,2,438,39,3,0,0,16,0,0,0,0,1.4938936999999994e-06,2.264569490000008e-05,8.512963500000001e-06,False
TSPEAR,74,92,20,8,1,157,172,36,7,1,9,6,2,0,0,291,80,19,9,0,700,158,32,6,1,31,9,2,0,0,1.1436974999999998e-06,2.5206528399999976e-05,1.385212219999999e-05,False
SLC11A1,56,58,11,2,4,123,115,21,6,1,13,5,0,0,0,246,44,10,1,4,508,101,17,3,1,23,4,0,0,0,8.049278000000001e-07,1.839682990000004e-05,9.465733799999991e-06,False
ARGFX,24,15,6,0,0,63,45,5,2,2,3,3,0,1,0,91,8,4,0,0,240,34,6,3,1,12,3,0,0,0,6.742496999999998e-07,7.963925000000005e-06,3.1654315e-06,False
FGA,63,46,3,3,0,163,86,9,2,1,5,4,0,0,0,256,31,6,0,0,624,75,17,1,1,36,3,0,0,0,1.157262699999999e-06,1.9655752900000023e-05,7.311872900000003e-06,False
PON2,32,25,6,1,0,65,48,3,1,3,3,2,0,0,0,115,14,7,1,0,292,33,5,1,2,12,2,0,0,0,3.475863999999998e-07,8.867165799999977e-06,3.563999900000001e-06,False
SLC22A15,42,31,4,3,5,109,78,4,4,0,7,5,0,0,0,198,33,4,1,5,521,63,3,3,0,14,3,0,0,0,8.731745000000001e-07,1.5741153600000016e-05,7.157256299999997e-06,False
CENPJ,95,74,9,2,4,249,195,36,7,6,9,13,0,0,0,444,53,11,1,3,1245,132,27,8,3,69,14,1,0,0,2.6628394000000016e-06,3.670972159999994e-05,1.384938929999999e-05,False
TYRP1,46,41,6,4,2,172,115,17,5,0,8,8,2,0,1,232,24,6,2,2,684,96,17,2,0,32,8,0,1,0,8.023781999999997e-07,1.570718670000003e-05,5.351483800000002e-06,False
MRPL33,5,6,0,0,0,13,10,0,0,0,1,0,0,0,0,21,5,0,0,0,61,4,1,0,0,2,0,0,0,0,1.2765590000000002e-07,2.1050324000000004e-06,7.493345999999998e-07,False
SLFN13,76,34,5,5,6,163,129,18,6,13,10,4,0,1,1,246,35,4,7,2,623,97,8,8,2,43,6,0,0,1,1.1252507e-06,1.999143930000001e-05,7.445935599999997e-06,False
MKS1,55,37,9,1,1,134,91,22,4,0,9,3,0,0,0,203,41,7,1,1,500,80,15,4,0,34,1,0,0,0,1.1673947e-06,2.0082415400000065e-05,7.302089099999994e-06,False
SIAH2,33,24,4,2,0,54,30,2,1,0,0,0,0,0,0,144,24,4,0,0,226,29,2,1,0,2,0,0,0,0,3.105288000000001e-07,1.022051759999999e-05,4.837263899999996e-06,False
CD1B,34,21,2,3,3,82,71,9,3,1,2,6,0,1,0,154,21,3,3,2,391,51,5,2,2,37,3,0,1,0,8.664674999999997e-07,9.41699770000001e-06,3.563216600000002e-06,False
ZNF706,4,3,0,0,0,4,1,0,0,0,0,0,0,0,0,28,0,2,0,0,26,2,0,0,0,0,0,0,0,0,9.864559999999997e-08,1.731740399999998e-06,4.727815000000002e-07,False
MYCBP,2,4,1,1,0,19,5,1,0,0,1,0,0,0,0,25,5,2,0,0,72,11,0,0,0,0,0,0,0,0,1.2767180000000002e-07,2.7931892999999965e-06,9.771195e-07,False
PPID,31,24,3,1,2,80,50,1,2,3,2,6,0,0,0,128,18,1,1,2,353,36,2,2,2,21,3,0,0,0,5.315879000000001e-07,9.653467299999984e-06,3.622255599999999e-06,False
ATAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,20,4,0,0,271,13,3,0,0,12,0,0,0,0,6.932851999999999e-07,9.921790999999986e-06,3.165102600000003e-06,False
EFCAB7,37,28,5,2,2,93,73,13,6,6,8,7,0,0,0,168,18,4,0,2,511,46,11,7,3,30,4,0,0,0,1.4918733999999989e-06,1.4517334699999997e-05,5.212278899999999e-06,False
JARID2,116,126,26,9,5,223,161,22,5,0,0,0,0,0,0,548,111,20,6,4,1014,140,15,4,1,5,0,0,0,0,1.7070198000000004e-06,4.146867050000012e-05,1.8946829700000024e-05,False
MLLT3,61,42,7,2,2,95,57,5,1,0,0,0,0,0,0,191,23,4,0,0,427,35,6,1,0,3,0,0,0,0,5.579190999999999e-07,1.4533696700000032e-05,5.437592900000003e-06,False
CELF3,46,35,10,3,0,62,39,2,2,0,1,0,0,0,0,172,35,12,0,0,315,31,1,1,0,7,0,0,0,0,7.551734e-07,1.5968070400000015e-05,8.081627399999996e-06,False
OR4C16,43,28,11,2,4,112,106,18,5,9,8,3,0,0,1,180,23,10,2,3,539,80,15,4,8,22,1,0,0,1,2.468639e-07,8.355641500000014e-06,3.1131152000000025e-06,False
FAM81A,27,24,4,4,1,69,27,5,1,0,4,0,0,0,0,135,22,3,3,1,300,23,7,1,0,10,0,0,0,0,7.678644000000003e-07,1.0626571100000012e-05,3.7637034999999937e-06,False
TBXA2R,50,40,6,4,4,97,52,9,0,1,0,3,0,0,0,153,29,6,2,4,288,34,9,1,0,10,2,0,0,0,3.769669999999999e-07,1.2549145499999996e-05,6.732579800000003e-06,False
TGFB1,29,34,8,2,0,92,55,6,0,3,0,0,0,0,0,170,27,4,1,0,345,44,5,0,3,8,0,0,0,0,7.620651999999999e-07,1.3451545400000008e-05,6.061544100000004e-06,False
DCP1B,46,37,3,3,3,129,86,15,4,7,10,4,0,0,0,193,26,7,2,1,541,66,19,3,5,25,3,0,0,0,7.374298000000003e-07,1.6853485800000013e-05,6.689635900000004e-06,False
GLO1,20,5,1,0,1,38,15,2,0,1,2,3,0,0,0,31,8,0,0,1,94,14,1,0,1,9,2,0,0,0,3.9721419999999993e-07,4.458892299999997e-06,1.7867972999999993e-06,False
LAMC3,144,177,36,8,11,343,332,58,22,12,7,9,0,0,0,661,155,36,6,11,1496,288,60,13,11,71,5,0,0,0,1.8763233999999988e-06,5.770572479999997e-05,2.809069909999998e-05,False
DHRS2,27,43,8,6,0,91,65,17,7,0,2,2,0,0,0,129,29,8,2,1,335,58,18,4,0,6,1,1,0,0,2.76414e-07,1.0325024999999966e-05,4.788232300000008e-06,False
SLC43A3,37,35,10,3,2,97,78,6,5,0,3,1,0,0,0,195,29,6,3,1,404,67,7,4,0,15,1,0,0,0,5.002035e-07,1.4664088899999987e-05,6.2471704000000045e-06,False
RAF1,60,36,6,1,1,100,51,7,1,0,3,0,0,0,0,241,34,4,2,0,448,42,8,2,0,6,0,0,0,0,1.2585569000000005e-06,1.982245960000008e-05,7.336898700000005e-06,False
CENPK,22,15,4,1,0,38,36,2,3,0,2,4,0,0,0,62,11,2,1,0,171,25,4,1,0,12,1,0,0,0,4.387929e-07,6.226065900000013e-06,2.5328416999999985e-06,False
STMP1,3,3,1,0,0,9,5,0,1,0,0,0,0,0,0,12,2,2,0,0,41,2,0,0,1,0,0,0,0,0,4.7941200000000016e-08,1.1109917e-06,4.664445000000002e-07,False
CRTC3,67,56,7,5,1,129,102,12,1,1,2,1,0,0,0,266,46,8,3,1,591,85,10,0,1,10,1,0,0,0,1.1253909999999998e-06,1.823975149999997e-05,8.364067999999986e-06,False
CEP135,95,59,6,5,2,229,164,18,10,4,12,12,0,0,0,317,40,9,3,2,1001,131,24,4,2,54,11,1,0,0,2.9870381999999988e-06,2.879492589999995e-05,9.386544899999995e-06,False
NPFF,10,4,0,0,0,20,21,4,0,1,2,2,0,0,0,43,2,0,0,0,118,12,4,1,0,5,2,0,0,0,1.4505059999999997e-07,3.263353600000003e-06,1.3669801999999991e-06,False
CTDNEP1,23,18,2,0,1,27,15,1,0,1,0,0,0,0,0,105,16,2,0,1,157,5,2,0,1,4,0,0,0,0,3.7222210000000003e-07,7.086359600000002e-06,2.739535500000004e-06,False
GSS,33,35,7,0,0,87,59,10,3,0,3,3,0,0,0,169,21,6,0,0,376,57,13,0,0,11,6,0,0,0,1.119111100000001e-06,1.5432684800000005e-05,6.055700899999994e-06,False
GREB1,216,211,49,12,9,404,336,48,8,13,11,4,0,0,0,836,199,42,10,8,1652,289,38,8,11,50,1,0,0,0,2.5200467999999983e-06,6.721791600000003e-05,3.56190304e-05,False
TMEM192,19,19,1,1,1,64,47,6,0,0,5,2,0,0,0,89,13,0,2,1,232,35,5,0,0,11,3,0,0,0,7.199299e-07,6.801453899999997e-06,2.9270869999999997e-06,False
OR5J2,28,21,4,1,2,84,57,10,4,1,1,0,1,0,0,138,15,4,2,1,343,50,10,4,0,14,1,0,0,0,2.1430850000000003e-07,7.447190599999993e-06,3.294506300000001e-06,False
FAM161B,55,32,5,1,3,131,104,16,8,3,7,9,0,0,0,249,27,5,0,3,562,95,15,3,3,32,7,0,0,0,9.631721000000002e-07,1.889042419999993e-05,6.752932499999992e-06,False
HEY1,39,32,5,2,0,55,43,4,2,0,0,0,0,0,0,162,23,7,1,0,320,29,3,2,0,6,0,0,0,0,3.00942e-07,8.126073500000018e-06,3.613354499999996e-06,False
CCDC78,60,41,7,1,2,124,119,22,10,1,7,6,1,1,0,227,36,8,2,0,563,100,20,4,2,31,3,2,0,0,9.095376e-07,1.7255416099999972e-05,6.8430709999999945e-06,False
ASXL3,200,135,33,12,2,460,309,35,10,5,1,0,0,0,0,787,104,28,10,0,2010,215,31,6,4,19,0,0,0,0,3.1737615e-06,6.0027735699999897e-05,2.42723913e-05,False
KDF1,35,41,5,0,3,81,64,14,5,2,1,0,0,0,0,134,27,5,1,2,311,59,14,1,3,11,0,0,0,0,6.826777999999999e-07,1.591647929999999e-05,5.764058400000002e-06,False
DLG1,65,46,6,3,1,157,87,11,3,4,3,0,0,0,0,237,38,5,3,1,694,87,13,2,5,22,0,0,0,0,1.986949900000002e-06,2.400005920000005e-05,8.071438799999984e-06,False
GRIK1,80,75,9,2,4,200,126,13,1,0,8,3,0,0,0,290,54,11,2,3,768,105,9,1,0,31,3,1,0,0,1.2482765000000005e-06,2.742864359999999e-05,1.1971475900000008e-05,False
MSLN,78,89,18,5,5,146,190,37,11,7,16,6,0,0,0,313,90,19,5,4,708,154,37,11,6,37,2,1,0,0,8.215449999999993e-07,2.5514953800000057e-05,1.2897203200000007e-05,False
ZNF618,110,121,28,9,11,183,148,23,0,0,1,1,0,0,0,343,110,22,11,7,745,132,12,1,0,14,0,0,0,0,1.5302943000000022e-06,3.5912814599999994e-05,1.8916667599999984e-05,False
NCEH1,29,30,5,3,0,61,45,6,2,1,1,2,0,0,0,176,20,6,2,0,325,33,3,1,2,10,0,0,0,0,3.966349000000001e-07,1.14469336e-05,4.951238100000005e-06,False
NLRP6,116,88,16,3,6,221,146,23,10,5,8,3,1,0,0,499,68,12,3,6,1031,93,29,6,4,33,3,1,0,0,1.1773446000000004e-06,2.637305619999998e-05,1.3746969100000016e-05,False
WDR3,72,50,5,4,2,198,142,5,5,2,9,4,0,0,0,335,38,9,2,2,879,91,8,4,2,27,6,0,0,0,1.654117100000002e-06,2.485388420000002e-05,9.127113100000003e-06,False
ARFGAP1,47,60,9,2,1,104,71,13,4,0,3,2,0,0,0,170,51,6,0,1,381,56,12,3,0,18,1,0,0,0,7.881104999999996e-07,1.4864866499999996e-05,8.420003300000007e-06,False
SGSM3,78,91,31,3,0,167,157,16,1,0,6,4,0,0,0,363,78,27,3,0,728,151,15,1,0,43,1,0,0,0,1.1299354999999994e-06,3.0289031100000024e-05,1.4308862899999998e-05,False
ZNF765,43,36,3,3,4,124,68,10,5,3,8,6,0,0,0,143,25,4,1,4,387,60,10,5,1,27,2,0,0,0,8.704294e-07,1.4384194900000022e-05,5.582147799999997e-06,False
POLR2H,10,12,1,1,1,19,7,0,0,0,0,0,0,0,0,51,6,0,1,1,75,7,0,0,0,1,0,0,0,0,1.939825e-07,3.9640921e-06,1.6914371999999996e-06,False
LCE7A,9,8,1,0,0,27,17,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.556246e-07,2.6765617000000003e-06,8.773789000000003e-07,False
CCNT2,60,44,4,1,3,124,63,4,0,0,1,1,0,0,0,255,33,3,1,2,632,36,4,0,0,7,0,0,0,0,9.318439000000008e-07,1.8397946999999974e-05,7.333918600000003e-06,False
SVOPL,53,48,9,5,2,100,120,24,6,2,3,1,0,1,0,219,41,9,2,2,507,89,34,3,1,22,0,0,1,0,4.757269999999999e-07,1.7411979099999996e-05,7.469420600000002e-06,False
CBY3,34,29,3,3,0,68,52,7,4,1,2,3,0,0,0,138,19,3,3,0,329,42,8,4,1,18,1,0,0,0,3.479584e-07,6.988644100000003e-06,3.1781817e-06,False
EGFR,114,107,22,12,8,237,157,18,2,1,9,0,0,0,0,465,88,15,7,8,1019,113,14,1,1,18,0,0,0,0,1.8189969e-06,4.096060150000001e-05,1.8938804399999996e-05,False
UTP23,12,19,2,1,0,56,30,3,0,3,2,1,0,0,0,82,10,3,1,0,223,26,2,1,2,10,0,0,0,0,3.755329000000001e-07,6.322364200000011e-06,2.234493000000001e-06,False
NUCB2,23,12,3,4,0,72,51,5,0,1,2,2,0,0,0,90,12,4,2,0,308,29,3,0,1,20,1,0,0,0,5.654156000000001e-07,8.865431700000003e-06,3.217295600000002e-06,False
CLDN9,25,38,8,3,1,56,69,7,0,0,5,0,0,0,0,103,36,3,5,0,224,63,8,0,0,19,1,0,0,0,2.592522000000001e-07,8.94058250000001e-06,5.0228057e-06,False
ENSG00000285329,8,10,1,0,1,36,12,4,1,0,1,0,0,0,0,40,5,1,0,1,112,9,4,1,0,5,0,0,0,0,1.238222e-07,2.341025500000001e-06,1.0458252999999997e-06,False
KCND3,75,57,7,3,4,92,34,8,0,0,0,0,0,0,0,267,48,8,2,3,395,30,6,1,0,3,0,0,0,0,7.377169000000002e-07,2.1153786000000013e-05,9.572547400000004e-06,False
ETV1,42,37,8,3,0,108,70,0,0,1,1,0,0,0,0,178,31,7,1,0,475,33,3,0,1,10,0,0,0,0,7.880009999999999e-07,1.4175154200000004e-05,4.869130300000003e-06,False
CRYBG2,155,115,34,8,5,361,264,51,17,15,13,9,0,0,0,580,98,22,7,5,1321,234,52,13,12,52,7,0,0,0,2.1458949999999997e-06,5.078638930000002e-05,2.254283370000004e-05,False
TRIM43B,4,4,1,0,0,11,14,1,2,0,1,0,0,0,0,9,1,0,0,0,24,2,0,0,0,1,0,0,0,0,8.746760000000003e-08,1.849382399999999e-06,6.458776999999997e-07,False
ZG16B,14,10,3,2,2,43,27,5,0,4,2,0,0,0,0,70,9,4,2,0,182,25,4,2,2,6,0,0,0,0,1.6924049999999999e-07,4.9407522e-06,2.205443499999999e-06,False
ZNF286A-TBC1D26,22,13,1,2,1,53,39,10,4,2,6,1,0,0,0,72,4,2,1,0,172,18,6,3,1,9,2,0,0,0,5.345184999999999e-07,8.067278700000008e-06,2.887413500000001e-06,False
CFAP298-TCP10L,36,26,6,1,0,78,62,9,3,2,5,2,1,0,0,136,22,5,1,0,335,52,5,4,1,21,3,0,0,0,8.089321000000001e-07,1.1676391799999989e-05,5.244560599999993e-06,False
IFT20,8,6,1,1,0,22,22,3,1,0,1,0,0,0,0,39,5,1,1,0,117,12,1,1,0,1,0,0,0,0,1.4902349999999998e-07,3.073541700000001e-06,1.006207e-06,False
GRHPR,33,34,9,0,2,67,49,8,4,1,2,3,0,0,0,119,31,5,1,1,292,39,9,3,0,10,1,0,0,0,4.344979999999999e-07,1.1316196599999989e-05,5.455274100000004e-06,False
ZKSCAN7,57,45,5,2,0,133,108,12,7,3,5,8,0,0,0,184,25,5,1,0,489,81,9,6,4,19,9,0,0,0,1.6759376999999997e-06,2.009119950000006e-05,6.772674100000003e-06,False
CYRIB,23,17,2,2,1,28,10,0,0,0,1,0,0,0,0,89,14,3,1,1,132,4,0,0,0,1,0,0,0,0,5.925698e-07,7.861576200000004e-06,2.8055783999999994e-06,False
FABP5,9,5,1,0,0,20,11,1,1,0,0,0,0,0,0,33,3,1,0,0,89,7,1,1,0,3,0,0,0,0,1.227748e-07,2.5003287e-06,9.835905999999994e-07,False
DNAJB14,28,25,3,1,0,72,33,2,0,1,3,1,0,0,0,115,17,5,0,0,273,24,1,1,0,11,0,0,0,0,9.706996000000003e-07,9.831415700000008e-06,3.496359599999997e-06,False
PPP1CC,23,26,1,4,1,25,7,1,0,0,0,0,0,0,0,109,19,3,2,1,131,7,1,0,0,5,0,0,0,0,6.691118000000001e-07,8.530140199999986e-06,3.471006400000001e-06,False
SH2D3C,74,84,13,4,5,148,126,23,3,2,1,2,0,0,0,335,63,16,1,5,678,108,15,3,2,17,2,0,0,0,1.0341517999999996e-06,3.111287249999999e-05,1.3068903000000016e-05,False
MR1,20,20,9,0,5,66,57,11,3,1,3,4,0,0,0,122,19,5,3,2,287,45,10,2,2,32,3,0,0,0,6.238684e-07,9.484583199999994e-06,4.139378500000004e-06,False
CSRNP1,50,49,6,2,4,138,108,11,2,1,2,0,0,0,0,230,33,5,3,3,519,102,6,2,1,9,0,0,0,0,5.921581000000001e-07,1.7981749e-05,7.05700880000001e-06,False
PSME2,9,6,0,1,3,33,19,4,0,1,2,0,0,0,0,75,2,2,2,1,191,15,5,0,1,8,0,0,0,0,3.611991999999999e-07,6.2279100000000025e-06,2.1720744e-06,False
C1QTNF5,34,22,2,0,0,55,25,1,1,0,2,0,0,0,0,131,13,1,0,0,228,15,2,0,0,3,0,0,0,0,2.369611e-07,7.355926700000001e-06,3.754975200000001e-06,False
VGF,86,57,6,3,0,167,107,8,2,1,3,0,0,0,0,268,28,14,0,0,488,67,7,2,1,3,0,0,0,0,7.064966000000004e-07,1.8148566300000027e-05,9.032113499999991e-06,False
CFL1,27,20,5,3,1,11,2,0,0,0,0,0,0,0,0,98,16,6,0,1,55,2,0,0,0,0,0,0,0,0,1.304623e-07,5.274033200000004e-06,2.5937612999999994e-06,False
NALF1,39,26,8,4,1,91,58,7,2,0,0,0,0,0,0,187,21,7,3,1,380,40,4,1,0,5,0,0,0,0,7.680621e-07,1.2053763600000008e-05,6.030976299999994e-06,False
ALDH3A1,55,48,8,3,5,110,94,18,8,2,6,3,0,0,0,203,44,5,5,3,445,72,20,5,2,23,2,0,0,0,5.627740999999999e-07,1.6577370300000015e-05,8.670699e-06,False
ENOX1,49,39,5,5,2,102,61,7,1,1,3,2,0,0,0,210,38,5,4,1,481,60,6,0,1,24,1,0,0,0,1.4365298000000009e-06,2.0235104300000005e-05,7.373539499999999e-06,False
INTS10,60,59,5,2,2,143,86,10,4,0,4,1,0,0,0,256,46,6,1,1,639,63,12,2,0,17,1,0,0,0,1.2765154999999997e-06,1.9630254000000032e-05,8.098327100000009e-06,False
DGAT1,71,56,8,4,1,110,91,13,2,2,5,4,0,0,0,235,51,8,4,1,462,81,7,2,2,21,3,0,0,0,7.721605000000005e-07,1.8724255100000025e-05,8.365655699999993e-06,False
