gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv	non_nsite	mis_nsite	ssite
ERCC6-PGBD3	0	3	0	0	0	1.144338082	0.0	0.0	0.0	0.82508649	0.579008249	0.83550844	1.0	0.92698301	0.942412671	0.977167932	1.0	0.985661697	1.0	4.089369199999999e-06	6.277640439999996e-05	2.3566106999999895e-05
PGBD3	0	3	0	0	0	1.144338082	0.0	0.0	0.0	0.82508649	0.579008249	0.83550844	1.0	0.92698301	0.942412671	0.977167932	1.0	0.985661697	1.0	4.3724693999999975e-06	6.761065480000001e-05	2.4498335099999983e-05
S100A7	0	0	0	0	0	0.0	0.0	0.0	0.0	0.554957712	0.916930565	0.835545064	1.0	0.821334838	0.942476745	0.977167932	1.0	0.985668278	1.0	9.874180000000001e-08	5.896837800000009e-06	2.677099399999999e-06
GLI4	0	1	0	0	0	1.853660772	0.0	0.0	0.0	0.5788435	0.822091788	0.835588872	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985676148	1.0	1.5760420000000008e-06	4.015077639999991e-05	2.1827074700000047e-05
GMNN	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561335138	0.882292881	0.83559222	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985676749	1.0	7.812107e-07	1.9118080399999862e-05	6.621535800000006e-06
S100Z	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561313579	0.882404034	0.835594043	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985677076	1.0	3.459546e-07	5.301393200000001e-06	2.4245114000000026e-06
UBE2D1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.570751512	0.845938311	0.835675163	1.0	0.824907483	0.942412671	0.977167932	1.0	0.985691643	1.0	1.823466e-07	3.877575699999999e-06	1.5220558999999993e-06
TPRG1	0	1	0	0	0	1.844474361	0.0	0.0	0.0	0.58163073	0.81496658	0.835693912	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985695008	1.0	9.208154000000006e-07	2.3305485299999945e-05	8.636071000000004e-06
ZNF563	0	1	0	0	0	0.742458803	0.0	0.0	0.0	0.757562769	0.606124399	0.835710279	1.0	0.893983939	0.942412671	0.977167932	1.0	0.985697946	1.0	2.1622695e-06	2.8937116899999986e-05	9.848284899999992e-06
C1orf233	1	0	0	0	0	0.0	0.0	0.0	0.0	0.554178373	0.924112361	0.835721387	1.0	0.821334838	0.944717416	0.977167932	1.0	0.985699939	1.0	2.481699999999999e-07	7.3109273999999975e-06	3.807413399999999e-06
PPP2CB	0	1	0	0	0	1.786545468	0.0	0.0	0.0	0.599778832	0.773675825	0.835723072	1.0	0.828843255	0.942412671	0.977167932	1.0	0.985700242	1.0	1.4535965999999999e-06	2.4286798499999948e-05	7.436638399999996e-06
SLX4	3	4	0	0	0	1.084806095	0.0	0.0	0.0	0.877581177	0.564056495	0.835806274	1.0	0.950188885	0.942412671	0.977167932	1.0	0.985715169	1.0	2.512655200000002e-06	6.328025159999964e-05	3.184869259999996e-05
KRTAP3-3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562550988	0.878252852	0.835823843	1.0	0.823262185	0.942412671	0.977167932	1.0	0.98571832	1.0	1.855351e-07	2.7623289999999983e-06	1.1018107999999998e-06
GK	0	1	0	0	0	1.707217705	0.0	0.0	0.0	0.626343249	0.728629686	0.835836616	1.0	0.83840131	0.942412671	0.977167932	1.0	0.98572061	1.0			
FABP9	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561469279	0.883292928	0.835844245	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985721978	1.0	1.1629450000000001e-07	3.6472585999999974e-06	1.3200498999999992e-06
DNAJC7	0	1	0	0	0	1.682233526	0.0	0.0	0.0	0.635151087	0.716243408	0.835867771	1.0	0.842609211	0.942412671	0.977167932	1.0	0.985726197	1.0	7.754722899999985e-06	8.55518332000004e-05	2.6831247000000054e-05
CMTM8	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560030866	0.891845374	0.836080431	1.0	0.82317362	0.942412671	0.977167932	1.0	0.985764296	1.0	2.7789509999999977e-07	8.591930499999976e-06	4.760081300000006e-06
NDUFC2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557427251	0.906406262	0.836129752	1.0	0.822491245	0.942412671	0.977167932	1.0	0.985773125	1.0	2.2986909999999984e-07	1.4857294799999968e-05	5.687206000000009e-06
PDE7A	0	1	0	0	0	1.733255127	0.0	0.0	0.0	0.617394645	0.743261481	0.836132599	1.0	0.834338662	0.942412671	0.977167932	1.0	0.985773634	1.0	2.2404900999999996e-06	4.149561500000014e-05	1.3984200500000012e-05
RPL15	0	0	0	0	0	0.0	0.0	0.0	0.0	0.570521691	0.849119947	0.836165133	1.0	0.824907483	0.942412671	0.977167932	1.0	0.985779456	1.0	4.395220300000008e-06	5.6236453800000244e-05	1.6803904900000012e-05
BLOC1S6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.584047107	0.809865143	0.836352004	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985812872	1.0	2.293581900000002e-06	2.781720069999999e-05	1.0539265900000064e-05
SYCN	1	0	0	0	0	0.0	0.0	0.0	0.0	0.560222943	0.892955351	0.836376766	1.0	0.823181413	0.942412671	0.977167932	1.0	0.985817297	1.0	1.8098289999999998e-07	4.3538847e-06	2.040649799999999e-06
OVOL1	1	1	0	0	0	1.83649159	0.0	0.0	0.0	0.583997207	0.811523669	0.836399221	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985821308	1.0	8.302881999999995e-07	1.925886540000007e-05	8.27084349999999e-06
PMCH	0	0	0	0	0	0.0	0.0	0.0	0.0	0.569996429	0.852147467	0.836403948	1.0	0.824803551	0.942412671	0.977167932	1.0	0.985822153	1.0	2.5666229999999995e-07	3.566427399999997e-06	1.2628863000000013e-06
RNASEK	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562213312	0.883866488	0.83646791	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985833577	1.0	6.147356999999998e-07	1.3156705400000002e-05	5.555016499999989e-06
TAF3	0	2	0	0	0	1.320823569	0.0	0.0	0.0	0.712467712	0.640116929	0.836541175	1.0	0.873496465	0.942412671	0.977167932	1.0	0.985846656	1.0	1.6917113999999999e-06	2.6545547799999973e-05	1.1970394499999996e-05
CTB-186H2.3	1	0	0	0	0	0.0	0.0	0.0	0.0	0.566133196	0.867416015	0.836543138	1.0	0.823347409	0.942412671	0.977167932	1.0	0.985847007	1.0	8.74764e-08	2.0816475999999996e-06	8.091946000000001e-07
TBC1D10B	0	1	0	0	0	0.68135613	0.0	0.0	0.0	0.686649003	0.657803056	0.836626032	1.0	0.862160594	0.942412671	0.977167932	1.0	0.985861797	1.0	1.9353347000000013e-06	3.628636049999996e-05	1.448940719999997e-05
HIST1H2BH	0	1	0	0	0	1.887549618	0.0	0.0	0.0	0.568766673	0.858872591	0.836636945	1.0	0.824087499	0.942412671	0.977167932	1.0	0.985863744	1.0	9.871090000000001e-08	3.6340003000000064e-06	1.563952500000001e-06
S100A7A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557035987	0.913193521	0.836651594	1.0	0.822418195	0.942412671	0.977167932	1.0	0.985866357	1.0	1.6351350000000006e-07	9.742894800000001e-06	4.6483314000000004e-06
ZSCAN20	1	3	0	0	0	1.1728334	0.0	0.0	0.0	0.794391985	0.592909142	0.836671739	1.0	0.913069111	0.942412671	0.977167932	1.0	0.985869949	1.0	2.421262200000002e-06	4.4860587300000056e-05	1.597800909999995e-05
ENTPD4	0	1	0	0	0	0.814636817	0.0	0.0	0.0	0.834208411	0.574941448	0.836694709	1.0	0.930686086	0.942412671	0.977167932	1.0	0.985874045	1.0	7.0489306e-06	6.44027868999998e-05	2.700542790000008e-05
C5orf49	0	0	0	0	0	0.0	0.0	0.0	0.0	0.556089336	0.920040625	0.836710545	1.0	0.821962665	0.943150674	0.977167932	1.0	0.985876868	1.0	4.0460760000000016e-07	9.895364800000001e-06	4.267676200000003e-06
CTD-2510F5.6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563227842	0.881139122	0.836770176	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985887497	1.0	9.937009999999997e-08	2.9481018000000012e-06	1.1196227000000004e-06
RBM15B	0	2	0	0	0	0.792724806	0.0	0.0	0.0	0.739721875	0.617945548	0.836889148	1.0	0.885595123	0.942412671	0.977167932	1.0	0.98590869	1.0	9.924771999999993e-07	2.8732202799999994e-05	1.2497849100000027e-05
ZNF571	0	2	0	0	0	1.420727889	0.0	0.0	0.0	0.645374623	0.706253816	0.837006675	1.0	0.845613452	0.942412671	0.977167932	1.0	0.985929609	1.0	3.56866840000001e-06	7.145806099999915e-05	2.3979546900000064e-05
LRRC66	3	3	0	0	0	1.28784272	0.0	0.0	0.0	0.682811769	0.666168935	0.837011799	1.0	0.860636765	0.942412671	0.977167932	1.0	0.985930521	1.0	9.541714000000001e-07	2.3702166300000136e-05	1.081060140000001e-05
CHKB	0	1	0	0	0	1.681097751	0.0	0.0	0.0	0.635556763	0.718590547	0.83705422	1.0	0.842743679	0.942412671	0.977167932	1.0	0.985938067	1.0	5.432556999999997e-07	1.0205548400000002e-05	4.539485800000007e-06
TTC39B	0	1	0	0	0	1.658259042	0.0	0.0	0.0	0.643813937	0.707767571	0.837081209	1.0	0.844444744	0.942412671	0.977167932	1.0	0.985942867	1.0	5.302770799999999e-06	9.877440689999968e-05	4.288743649999968e-05
C21orf128	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563782594	0.880624752	0.837085796	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985943683	1.0	3.854716e-07	5.345889299999995e-06	2.3504544e-06
RBM39	0	1	0	0	0	1.496934379	0.0	0.0	0.0	0.708057167	0.643990587	0.83714426	1.0	0.871995889	0.942412671	0.977167932	1.0	0.985954077	1.0	9.469093699999987e-06	9.305809359999806e-05	2.971450310000022e-05
COMMD7	0	0	0	0	0	0.0	0.0	0.0	0.0	0.580530341	0.822564488	0.837161971	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985957226	1.0	8.005500000000005e-07	9.708785000000035e-06	4.346437599999995e-06
CLASRP	0	1	0	0	0	0.705088047	0.0	0.0	0.0	0.714870143	0.635893561	0.837201164	1.0	0.874427337	0.942412671	0.977167932	1.0	0.985964191	1.0	7.609443399999991e-06	0.00012243468749999697	4.7975433699999695e-05
ZNF433	0	2	0	0	0	1.183809059	0.0	0.0	0.0	0.820326218	0.582922543	0.83720699	1.0	0.924554465	0.942412671	0.977167932	1.0	0.985965226	1.0	4.385705399999991e-06	5.575785629999997e-05	2.2088242700000094e-05
DFNB31	0	1	0	0	0	0.636414196	0.0	0.0	0.0	0.630797116	0.722527298	0.837213549	1.0	0.840617844	0.942412671	0.977167932	1.0	0.985966391	1.0	2.0754162999999974e-06	8.271923799999942e-05	4.150114670000004e-05
COMMD8	0	0	0	0	0	0.0	0.0	0.0	0.0	0.580662085	0.822679823	0.837278605	1.0	0.826620841	0.942412671	0.977167932	1.0	0.985977948	1.0	4.879900000000001e-07	4.227362300000005e-06	1.7192193000000018e-06
KBTBD4	2	2	0	0	0	1.419358748	0.0	0.0	0.0	0.645939985	0.706168633	0.837313689	1.0	0.845749375	0.942412671	0.977167932	1.0	0.985984178	1.0	5.460975299999999e-06	9.374962300000135e-05	3.449901249999986e-05
C2orf15	0	0	0	0	0	0.0	0.0	0.0	0.0	0.568585306	0.862166712	0.837328748	1.0	0.823888166	0.942412671	0.977167932	1.0	0.985986851	1.0	8.04631699999999e-07	1.4232408700000015e-05	4.9856948e-06
SCLT1	0	1	0	0	0	1.61282656	0.0	0.0	0.0	0.660823051	0.688202032	0.837336417	1.0	0.851869158	0.942412671	0.977167932	1.0	0.985988213	1.0	3.838551399999991e-06	4.0345890299999394e-05	1.4787427499999997e-05
EMP3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.575338604	0.838919755	0.837364345	1.0	0.82625634	0.942412671	0.977167932	1.0	0.985993171	1.0	1.4850051999999991e-06	2.0538344599999983e-05	1.0177206799999987e-05
CKLF	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564191512	0.880726376	0.837394216	1.0	0.823262185	0.942412671	0.977167932	1.0	0.985998472	1.0	7.286432999999998e-07	1.6606567800000028e-05	6.917807500000003e-06
PATE1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.568056744	0.864645177	0.83740881	1.0	0.82382021	0.942412671	0.977167932	1.0	0.986001062	1.0	2.2938450000000002e-07	5.151329900000007e-06	1.7393305999999996e-06
RP1-66C13.4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.568385806	0.863369757	0.837408948	1.0	0.823834542	0.942412671	0.977167932	1.0	0.986001086	1.0	3.373838e-07	4.873935299999996e-06	1.794330299999999e-06
LTA	0	1	0	0	0	1.853856834	0.0	0.0	0.0	0.578784276	0.830035925	0.837444784	1.0	0.826620841	0.942412671	0.977167932	1.0	0.986007444	1.0	3.154962e-07	1.0973141200000016e-05	5.078514199999997e-06
TRAIP	0	1	0	0	0	1.671179024	0.0	0.0	0.0	0.639119371	0.71483445	0.837485957	1.0	0.843648223	0.942412671	0.977167932	1.0	0.986014747	1.0	2.4151718999999978e-06	3.6924758500000094e-05	1.3255559899999994e-05
PTPRU	2	3	0	0	0	1.012060293	0.0	0.0	0.0	0.984018372	0.552015458	0.837592468	1.0	0.993843765	0.942412671	0.977167932	1.0	0.986033631	1.0	1.2854657300000044e-05	0.000330824220800002	0.0001430088146000003
C10orf90	1	1	0	0	0	0.652427652	0.0	0.0	0.0	0.650934812	0.697092359	0.837628114	1.0	0.847521873	0.942412671	0.977167932	1.0	0.986039947	1.0	5.836579399999991e-06	0.00013936162319999596	6.028707849999962e-05
PAEP	0	0	0	0	0	0.0	0.0	0.0	0.0	0.563139616	0.88724958	0.83764689	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986043273	1.0	7.918359000000004e-07	2.4377333300000115e-05	1.4366292600000042e-05
RP11-1055B8.7	5	5	0	0	0	0.983127745	0.0	0.0	0.0	0.971127378	0.552124225	0.837652625	1.0	0.989428707	0.942412671	0.977167932	1.0	0.986044289	1.0	2.8502916999999975e-06	0.00010842670979999984	5.354394410000025e-05
EPHA8	2	3	0	0	0	1.213500202	0.0	0.0	0.0	0.752740973	0.615619957	0.837653739	1.0	0.89176177	0.942412671	0.977167932	1.0	0.986044487	1.0	2.7299768000000024e-06	8.943593009999969e-05	4.106101720000018e-05
CASP9	0	1	0	0	0	1.801104206	0.0	0.0	0.0	0.59512273	0.789878906	0.837699401	1.0	0.828116886	0.942412671	0.977167932	1.0	0.986052575	1.0	2.9085826999999953e-06	6.605472079999906e-05	2.9966115399999873e-05
ARHGEF2	1	2	0	0	0	1.106695257	0.0	0.0	0.0	0.890314096	0.563534648	0.837714087	1.0	0.955455934	0.942412671	0.977167932	1.0	0.986055175	1.0	1.0925356199999988e-05	0.0001837162828000008	6.642804359999969e-05
LIN54	0	1	0	0	0	0.708200786	0.0	0.0	0.0	0.718507227	0.634233945	0.837750676	1.0	0.876063283	0.942412671	0.977167932	1.0	0.986061654	1.0	8.894504299999995e-06	0.00012503725209999842	4.647575480000027e-05
KIF3B	0	1	0	0	0	0.712478052	0.0	0.0	0.0	0.723480783	0.63073498	0.837768486	1.0	0.877094923	0.942412671	0.977167932	1.0	0.986064806	1.0	2.310689699999999e-06	3.382864600000008e-05	1.2355915000000016e-05
NOTCH2NL	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561812598	0.894852513	0.837791974	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986068964	1.0			
HOXA3	0	1	0	0	0	1.834093844	0.0	0.0	0.0	0.584809511	0.81519071	0.837879129	1.0	0.826620841	0.942412671	0.977167932	1.0	0.986084385	1.0	1.2169535000000022e-06	3.1010276599999784e-05	1.4777160800000039e-05
AC110615.1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.560268348	0.904265791	0.837928456	1.0	0.823181413	0.942412671	0.977167932	1.0	0.986093108	1.0	5.39656e-08	3.217467700000004e-06	7.490543999999999e-07
PHF5A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.569781213	0.861045688	0.837961368	1.0	0.824714404	0.942412671	0.977167932	1.0	0.986098927	1.0	9.568759999999997e-08	3.349602599999999e-06	1.1000511000000003e-06
ANKFN1	0	2	0	0	0	1.354506084	0.0	0.0	0.0	0.688848	0.662264958	0.837983863	1.0	0.86301035	0.942412671	0.977167932	1.0	0.986102903	1.0	3.088381599999998e-06	5.8864702699999986e-05	2.3897751200000037e-05
FERMT3	1	1	0	0	0	0.682646606	0.0	0.0	0.0	0.688094716	0.659253929	0.837995482	1.0	0.862606203	0.942412671	0.977167932	1.0	0.986104957	1.0	3.0645007999999966e-06	7.755528209999945e-05	3.429773730000001e-05
C11orf45	0	0	0	0	0	0.0	0.0	0.0	0.0	0.56114379	0.900257783	0.83804323	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986113395	1.0	2.810296000000001e-07	8.777960200000005e-06	4.018627400000001e-06
SMARCC2	1	2	0	0	0	1.060833538	0.0	0.0	0.0	0.93556502	0.556569731	0.838130849	1.0	0.974558562	0.942412671	0.977167932	1.0	0.986128871	1.0	9.088222499999972e-06	0.0001513211277000012	6.624376379999955e-05
NCMAP	0	0	0	0	0	0.0	0.0	0.0	0.0	0.567537929	0.870829037	0.838134545	1.0	0.823766285	0.942412671	0.977167932	1.0	0.986129524	1.0	1.456748e-07	3.121041299999999e-06	1.5762794e-06
TCN2	1	1	0	0	0	1.721105137	0.0	0.0	0.0	0.621469078	0.742131053	0.838134881	1.0	0.836518799	0.942412671	0.977167932	1.0	0.986129583	1.0	2.0881575000000006e-06	3.911683839999991e-05	1.6559922499999982e-05
C5orf63	0	0	0	0	0	0.0	0.0	0.0	0.0	0.564464615	0.884645404	0.838200708	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986141204	1.0	9.134984000000001e-07	1.428468789999993e-05	5.571510700000006e-06
FXYD6-FXYD2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.575886495	0.841080078	0.838206424	1.0	0.826370458	0.942412671	0.977167932	1.0	0.986142213	1.0	1.542078e-07	3.178184299999994e-06	1.529102800000001e-06
GHRH	0	0	0	0	0	0.0	0.0	0.0	0.0	0.571010098	0.857788728	0.838208433	1.0	0.824969255	0.942412671	0.977167932	1.0	0.986142567	1.0	6.314940000000006e-07	1.1001136100000016e-05	3.1470676999999962e-06
ALG1	0	1	0	0	0	1.748243385	0.0	0.0	0.0	0.612346927	0.75771859	0.838230058	1.0	0.832847085	0.942412671	0.977167932	1.0	0.986146384	1.0	2.738240500000001e-06	5.274799769999991e-05	2.46210929e-05
SMIM23	0	0	0	0	0	0.0	0.0	0.0	0.0	0.5745764	0.845693817	0.83827718	1.0	0.825890473	0.942412671	0.977167932	1.0	0.986154698	1.0			
NUTM2D	1	0	0	0	0	0.0	0.0	0.0	0.0	0.559745358	0.910218637	0.838278994	1.0	0.823156588	0.942412671	0.977167932	1.0	0.986155018	1.0	4.7531949999999977e-07	9.694440200000001e-06	4.275715100000002e-06
SMC4	0	1	0	0	0	0.70965526	0.0	0.0	0.0	0.720201615	0.634026642	0.838311364	1.0	0.876343064	0.942412671	0.977167932	1.0	0.986160727	1.0	1.2719511200000026e-05	0.00020710850340000423	6.88313887000003e-05
CXCL1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.568193183	0.869406347	0.838350599	1.0	0.823834542	0.942412671	0.977167932	1.0	0.986167646	1.0	7.849799999999999e-08	2.798715899999999e-06	1.2247293999999998e-06
HEXA	0	1	0	0	0	1.713560841	0.0	0.0	0.0	0.624141861	0.738561755	0.838359265	1.0	0.837465445	0.942412671	0.977167932	1.0	0.986169174	1.0	4.6196356000000146e-06	7.77251219999988e-05	3.025130269999972e-05
HLA-DQA1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.561960691	0.898665972	0.838420695	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986180002	1.0	9.371830000000002e-07	2.783320219999988e-05	1.2422766600000021e-05
C2orf66	0	0	0	0	0	0.0	0.0	0.0	0.0	0.558730784	0.91878825	0.838509586	1.0	0.822893195	0.942637966	0.977167932	1.0	0.986195663	1.0	7.459639999999997e-08	2.7142627999999968e-06	9.971619e-07
HEATR2	1	1	0	0	0	0.667897947	0.0	0.0	0.0	0.670137206	0.677665899	0.83853001	1.0	0.855464148	0.942412671	0.977167932	1.0	0.986199261	1.0	2.784676600000002e-06	6.99342871999999e-05	3.8429501099999766e-05
FDX1L	0	0	0	0	0	0.0	0.0	0.0	0.0	0.565411336	0.882931509	0.838611205	1.0	0.823337725	0.942412671	0.977167932	1.0	0.986213555	1.0	2.958771e-07	1.1560350400000014e-05	5.6676268999999995e-06
USP40	2	2	0	0	0	1.171970265	0.0	0.0	0.0	0.830444799	0.581349075	0.838636476	1.0	0.929208039	0.942412671	0.977167932	1.0	0.986218003	1.0	7.197700099999977e-06	0.0001089762777000008	4.512021480000005e-05
PDE11A	2	1	0	0	0	0.701847654	0.0	0.0	0.0	0.710868702	0.641643158	0.838651936	1.0	0.872764171	0.942412671	0.977167932	1.0	0.986220723	1.0	5.78723000000001e-06	9.727788229999986e-05	3.996254399999996e-05
SSRP1	2	2	0	0	0	1.315215439	0.0	0.0	0.0	0.716249533	0.641115542	0.838709094	1.0	0.874636121	0.942412671	0.977167932	1.0	0.986230779	1.0	1.4338192000000014e-06	3.4613437999999905e-05	1.3121731400000022e-05
CYP27C1	0	1	0	0	0	1.790197224	0.0	0.0	0.0	0.598604798	0.785815209	0.838723111	1.0	0.828342945	0.942412671	0.977167932	1.0	0.986233244	1.0	1.0202617999999995e-06	2.4061686799999934e-05	1.059353760000001e-05
PLEKHM1	0	2	0	0	0	1.430554139	0.0	0.0	0.0	0.639240818	0.71852646	0.838819096	1.0	0.843648223	0.942412671	0.977167932	1.0	0.98625012	1.0	3.746776300000004e-06	9.58070204999988e-05	4.604297849999986e-05
KIAA1324L	1	1	0	0	0	0.696641777	0.0	0.0	0.0	0.704821471	0.64666622	0.838825254	1.0	0.870569272	0.942412671	0.977167932	1.0	0.986251202	1.0	5.24222659999999e-06	0.00010175737940000117	4.1539676100000085e-05
PIM1	0	1	0	0	0	1.766759841	0.0	0.0	0.0	0.606212567	0.770803061	0.838828835	1.0	0.830928623	0.942412671	0.977167932	1.0	0.986251832	1.0	4.5391700000000005e-07	9.024230200000003e-06	4.426017699999999e-06
GAB1	0	1	0	0	0	0.716470147	0.0	0.0	0.0	0.72809752	0.629554541	0.838895474	1.0	0.87881968	0.942412671	0.977167932	1.0	0.986263541	1.0	4.7591590000000005e-06	6.877130519999933e-05	2.467005849999997e-05
CPLX4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.566443406	0.880506737	0.838963474	1.0	0.823347409	0.942412671	0.977167932	1.0	0.986275484	1.0	2.6529430000000015e-07	6.00546079999999e-06	1.938746999999999e-06
GNB2L1	1	1	0	0	0	1.681199741	0.0	0.0	0.0	0.635448998	0.723556437	0.839010902	1.0	0.842743679	0.942412671	0.977167932	1.0	0.98628381	1.0	6.206016800000012e-06	0.00010258735520000018	3.915055080000011e-05
TRAPPC1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.570983006	0.862175552	0.839012299	1.0	0.824969255	0.942412671	0.977167932	1.0	0.986284055	1.0	8.713160999999995e-07	1.4717511199999998e-05	6.206282400000024e-06
CCDC80	2	3	0	0	0	1.230473355	0.0	0.0	0.0	0.736137216	0.628203934	0.839032065	1.0	0.883270765	0.942412671	0.977167932	1.0	0.986287524	1.0	3.0358412999999976e-06	6.67128189999998e-05	2.6426808199999984e-05
AMDHD2	1	2	0	0	0	1.428855417	0.0	0.0	0.0	0.640142774	0.717951125	0.839098806	1.0	0.843746261	0.942412671	0.977167932	1.0	0.986299235	1.0	2.1949044000000028e-06	0.00010120841519999924	5.237100690000044e-05
TMEM216	0	0	0	0	0	0.0	0.0	0.0	0.0	0.565741689	0.884832577	0.839140367	1.0	0.823347409	0.942412671	0.977167932	1.0	0.986306525	1.0	5.509337000000002e-07	1.0559494299999959e-05	4.369752e-06
RAB31	0	0	0	0	0	0.0	0.0	0.0	0.0	0.571326157	0.862114762	0.839240928	1.0	0.824969255	0.942412671	0.977167932	1.0	0.986324155	1.0	5.948174000000004e-07	1.0828059299999981e-05	4.0063583999999985e-06
SAMD4B	2	1	0	0	0	0.660987117	0.0	0.0	0.0	0.66148904	0.688571833	0.839253891	1.0	0.852008186	0.942412671	0.977167932	1.0	0.986326427	1.0	3.472891900000004e-06	7.454871499999985e-05	3.062150840000002e-05
DDB2	0	1	0	0	0	1.68452533	0.0	0.0	0.0	0.634333909	0.725770791	0.839255118	1.0	0.842108254	0.942412671	0.977167932	1.0	0.986326642	1.0	2.1513924000000066e-06	3.7332697200000235e-05	1.5925545799999988e-05
CDH16	0	1	0	0	0	0.687085679	0.0	0.0	0.0	0.693542302	0.656878175	0.839257394	1.0	0.864985408	0.942412671	0.977167932	1.0	0.986327041	1.0	6.742469999999994e-06	0.00014490451290000072	6.757755739999948e-05
UCN	0	0	0	0	0	0.0	0.0	0.0	0.0	0.557650363	0.934757492	0.839263323	1.0	0.822491245	0.949794006	0.977167932	1.0	0.98632808	1.0	1.2737870000000002e-07	3.8052063999999965e-06	1.9772998999999985e-06
KRTAP9-4	1	0	0	0	0	0.0	0.0	0.0	0.0	0.564470746	0.891865696	0.839276987	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986330474	1.0	2.133737e-07	3.941547899999995e-06	1.2868195000000001e-06
NHLH1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.558044581	0.932206636	0.839328062	1.0	0.822648866	0.948233978	0.977167932	1.0	0.986339422	1.0	2.1900049999999995e-07	6.132854e-06	2.6312651999999997e-06
ECH1	0	1	0	0	0	1.774880866	0.0	0.0	0.0	0.603556883	0.777804519	0.839398128	1.0	0.830067193	0.942412671	0.977167932	1.0	0.986351691	1.0	7.904212000000008e-07	2.3136997800000183e-05	1.0479707000000003e-05
NID1	2	3	0	0	0	1.045804498	0.0	0.0	0.0	0.940627221	0.55780447	0.839411258	1.0	0.976815175	0.942412671	0.977167932	1.0	0.98635399	1.0	3.510142099999999e-06	8.38921890000001e-05	4.060851029999998e-05
LMX1A	0	1	0	0	0	1.713055441	0.0	0.0	0.0	0.624316751	0.741175041	0.839434818	1.0	0.837496995	0.942412671	0.977167932	1.0	0.986358114	1.0	2.882538300000006e-06	3.394848660000024e-05	1.4565794100000048e-05
CUEDC1	0	1	0	0	0	1.817944229	0.0	0.0	0.0	0.589817629	0.808441805	0.839435607	1.0	0.82788432	0.942412671	0.977167932	1.0	0.986358252	1.0	2.3365981000000094e-06	5.7322649399999844e-05	2.577020020000005e-05
C1orf95	0	0	0	0	0	0.0	0.0	0.0	0.0	0.562799673	0.901934025	0.839457073	1.0	0.823262185	0.942412671	0.977167932	1.0	0.986362009	1.0	2.2188500000000003e-07	9.068712400000003e-06	4.561976499999997e-06
TNFAIP8L3	0	1	0	0	0	1.87947115	0.0	0.0	0.0	0.571139924	0.865092602	0.839468171	1.0	0.824969255	0.942412671	0.977167932	1.0	0.986363951	1.0	1.999263e-07	9.139213299999994e-06	4.212986900000003e-06
CCDC141	0	2	0	0	0	1.206683386	0.0	0.0	0.0	0.800909378	0.594132987	0.839516133	1.0	0.915834751	0.942412671	0.977167932	1.0	0.986372342	1.0	9.836788100000003e-06	0.0001414020543999994	5.49075152999997e-05
